date,sales,consulting,investment,payroll,rent,utilities,technology,marketing,travel,professional_services,misc,total_income,total_expenses,net
2022-07-29,1334.36,188.3,0.0,688.68,265.58,106.15,177.86,227.63,172.88,89.93,36.43,1418.35,486.96,0.0
2022-07-30,1312.75,107.91,84.87,625.68,525.72,82.61,193.23,55.91,63.56,96.41,86.34,1842.4,1302.24,0.0
2022-07-31,1318.92,155.65,0.0,0.0,190.96,86.64,247.09,316.2,157.33,36.55,18.79,1743.9,640.54,273.89
2022-08-01,1301.37,316.13,44.17,284.68,251.63,43.47,127.92,322.18,104.57,38.39,79.37,1473.7,3144.74,605.0
2022-08-02,1379.36,298.09,22.3,506.26,138.73,102.72,127.08,104.5,174.62,0.0,96.52,1703.51,522.28,416.69
2022-08-03,1313.27,329.51,0.0,0.0,0.0,63.17,164.16,318.46,88.1,102.75,57.22,1348.64,962.47,0.0
2022-08-04,1384.27,118.65,255.72,836.29,184.28,108.32,214.11,273.41,191.44,12.18,81.8,2391.32,1340.54,772.89
2022-08-05,1381.24,126.46,147.17,1409.21,108.3,109.07,207.58,0.0,148.82,60.75,68.23,1786.16,767.14,0.0
2022-08-06,1305.49,166.73,429.59,1214.04,380.47,58.49,132.96,95.57,125.36,57.17,80.73,1593.7,1777.24,123.52
2022-08-07,1343.39,170.53,323.61,441.0,90.49,140.33,88.04,93.43,72.79,58.82,40.55,1748.83,1962.48,0.0
2022-08-08,1336.61,140.33,254.64,817.2,333.01,73.49,66.74,152.67,199.87,16.12,51.12,1424.36,1576.12,0.0
2022-08-09,1364.02,284.2,317.18,1757.25,415.13,90.16,101.98,366.85,40.49,147.9,77.96,1521.87,540.17,0.0
2022-08-10,1365.74,357.21,418.34,595.54,29.41,28.69,280.5,144.57,197.12,70.65,31.97,1675.25,1913.06,0.0
2022-08-11,1325.62,242.56,298.8,65.07,205.91,52.48,53.25,0.0,158.53,10.8,50.08,1779.64,955.69,1029.43
2022-08-12,1382.16,237.51,27.15,644.81,102.06,73.01,112.26,193.07,45.32,54.5,45.91,1809.33,1449.21,162.03
2022-08-13,1376.57,277.13,130.78,88.6,276.86,36.1,109.95,252.48,96.14,45.17,58.8,1924.37,1778.51,239.79
2022-08-14,1355.48,0.0,212.64,639.85,159.3,95.55,68.34,211.89,100.0,70.64,53.54,1828.37,1212.8,0.0
2022-08-15,1341.2,79.38,44.18,1199.94,401.51,51.03,125.94,124.47,43.01,38.59,57.97,1949.89,1599.89,74.34
2022-08-16,1319.08,202.38,455.05,0.0,104.52,81.6,50.74,129.45,108.41,10.94,57.04,1683.22,1524.79,1215.3
2022-08-17,1339.93,375.02,41.68,425.32,257.06,125.41,88.32,7.5,195.95,59.18,64.5,1800.45,1800.28,0.0
2022-08-18,1265.42,208.98,28.92,1761.1,230.86,85.49,152.54,198.77,90.9,44.06,65.24,1578.4,775.08,904.18
2022-08-19,1342.91,159.9,233.69,0.0,480.77,83.83,111.47,185.77,37.38,59.95,65.43,1611.95,1467.49,0.0
2022-08-20,1372.53,346.26,209.81,980.57,165.04,103.18,128.53,173.43,160.87,86.48,38.7,2264.56,3104.41,1120.92
2022-08-21,1346.5,413.65,128.57,1393.29,184.15,149.85,116.74,262.7,160.73,105.39,50.61,1627.27,878.93,0.0
2022-08-22,1269.48,265.47,84.96,722.95,212.53,107.93,112.05,425.16,0.0,28.87,55.58,1005.98,1386.15,0.0
2022-08-23,1334.56,276.5,0.0,672.21,410.73,90.04,128.45,161.73,81.84,32.72,33.77,1648.7,2142.19,0.0
2022-08-24,1330.93,305.98,173.44,0.0,231.13,47.06,122.67,208.25,80.52,188.37,57.81,1628.27,1821.11,327.11
2022-08-25,1374.95,269.4,849.29,356.2,260.42,63.01,83.59,177.42,90.94,52.4,41.07,1598.48,2018.42,463.31
2022-08-26,1404.05,129.61,502.37,506.71,587.27,55.22,185.82,140.11,148.05,9.24,33.43,2745.1,1509.78,487.63
2022-08-27,1321.39,169.45,320.93,173.23,313.74,44.3,241.62,262.22,52.24,24.35,50.45,1554.19,1851.82,462.94
2022-08-28,1355.6,365.4,0.0,79.39,204.42,41.71,34.78,312.04,154.48,15.34,20.05,1875.14,1352.72,291.92
2022-08-29,1326.84,277.44,716.74,662.73,358.21,49.72,178.14,158.25,137.14,76.79,78.94,1333.59,1036.1,453.56
2022-08-30,1324.3,293.99,0.0,560.46,218.52,78.45,207.71,344.61,114.72,0.0,82.4,1638.06,1893.49,262.59
2022-08-31,1374.39,212.63,198.19,728.7,458.26,103.17,134.44,225.7,137.29,107.07,28.01,1696.48,1576.01,0.0
2022-09-01,1347.84,315.8,615.53,1227.52,132.53,115.22,150.85,251.13,143.53,0.0,65.87,1550.36,1810.82,305.8
2022-09-02,1247.17,180.52,65.05,472.26,156.55,99.95,165.06,184.2,143.85,10.81,20.38,1447.74,1825.66,482.35
2022-09-03,1352.74,116.63,388.36,1367.76,64.92,129.38,234.99,281.56,128.35,106.95,44.94,2137.01,1914.45,0.0
2022-09-04,1365.63,164.98,0.0,99.99,92.3,99.0,77.12,143.62,188.49,84.43,52.82,1671.28,1949.91,389.37
2022-09-05,1331.97,11.93,0.0,1153.12,153.76,55.33,145.86,299.63,125.99,106.91,46.23,1447.04,1543.06,48.02
2022-09-06,1410.13,400.11,26.49,227.42,346.34,112.99,155.73,174.81,113.21,37.25,71.7,1938.54,2119.32,0.0
2022-09-07,1334.81,289.12,430.99,0.0,603.63,88.71,151.38,323.23,90.42,117.68,34.06,1526.05,1563.57,887.66
2022-09-08,1417.32,399.31,261.47,984.87,279.03,95.24,131.97,211.73,147.15,8.03,21.85,1517.02,2073.45,0.0
2022-09-09,1293.28,71.65,502.62,512.03,507.08,95.9,208.23,16.63,0.0,28.03,24.89,1861.32,1744.83,0.0
2022-09-10,1377.49,327.37,141.35,387.69,0.0,52.99,123.05,0.0,211.25,0.0,38.07,1970.04,805.06,0.0
2022-09-11,1372.77,236.97,406.11,638.22,303.46,163.23,93.52,118.51,109.42,0.0,13.29,2025.1,1473.39,0.0
2022-09-12,1334.94,376.0,88.26,1050.72,0.0,86.16,41.5,233.62,94.97,78.25,69.87,1259.15,1728.72,792.16
2022-09-13,1284.65,289.65,415.13,1536.13,381.45,76.3,169.53,162.91,164.91,24.25,30.05,2000.06,1593.55,357.97
2022-09-14,1279.22,340.27,615.13,535.49,309.68,77.34,133.23,196.24,284.21,0.0,59.34,2213.74,2044.04,2083.56
2022-09-15,1360.27,20.06,0.0,1081.62,384.59,74.73,83.25,235.82,202.62,0.0,44.52,2169.34,1834.76,217.99
2022-09-16,1377.41,147.96,622.37,2386.34,267.22,103.69,166.21,120.58,65.85,40.71,33.31,1981.79,1899.12,672.8
2022-09-17,1350.21,221.0,87.91,374.27,293.78,99.09,62.14,212.76,136.21,40.76,57.62,2000.42,770.89,0.0
2022-09-18,1431.71,316.67,433.97,264.6,34.64,82.01,183.08,385.02,50.23,24.46,11.14,1926.98,2372.33,0.0
2022-09-19,1354.58,307.73,217.39,1030.17,216.85,70.86,174.92,88.25,157.37,35.61,92.25,2073.25,1012.47,247.35
2022-09-20,1362.15,0.0,102.1,694.11,33.16,108.36,132.54,32.9,301.17,47.34,39.48,1553.76,1545.66,1237.73
2022-09-21,1359.88,115.76,300.53,1474.74,125.69,74.52,165.4,255.73,73.55,8.05,53.19,893.31,1817.84,441.54
2022-09-22,1336.87,186.51,10.81,329.13,238.88,150.63,119.54,267.01,152.81,55.1,67.09,1830.9,2824.5,0.0
2022-09-23,1354.97,319.83,0.0,1148.66,234.08,94.32,91.49,217.33,70.23,0.0,23.27,1672.41,2555.42,671.58
2022-09-24,1357.72,377.53,663.95,1786.79,152.43,47.39,133.77,86.47,162.07,76.11,40.25,1914.48,952.52,0.0
2022-09-25,1313.42,178.94,541.45,1439.73,238.92,115.95,131.94,275.67,332.77,0.0,20.21,1725.95,2310.29,0.0
2022-09-26,1383.87,381.4,485.77,0.0,147.26,72.35,82.77,278.01,112.98,93.84,35.29,1407.71,438.5,569.78
2022-09-27,1375.38,38.68,409.88,855.86,129.95,33.57,219.01,300.48,224.41,49.42,55.26,1801.65,829.09,213.06
2022-09-28,1322.14,206.67,683.16,1009.88,570.39,78.07,164.12,236.74,54.01,70.35,82.86,2146.32,1611.52,113.4
2022-09-29,1304.19,177.7,263.55,320.15,564.93,141.82,135.03,164.22,148.27,40.88,56.18,2453.74,1279.37,0.0
2022-09-30,1430.69,255.17,0.0,761.0,89.21,95.26,122.06,130.57,123.73,74.63,75.38,1847.4,1698.73,522.56
2022-10-01,1360.15,505.46,41.6,333.77,287.85,66.85,135.38,102.67,54.74,0.0,20.15,1928.43,956.9,0.0
2022-10-02,1285.32,89.37,457.9,0.0,269.73,72.31,169.13,245.35,61.11,0.0,48.65,1922.48,1325.6,379.81
2022-10-03,1348.84,107.46,426.01,1277.9,494.44,68.81,54.43,165.83,30.84,214.5,30.74,1556.95,2179.5,574.62
2022-10-04,1367.66,67.88,107.19,636.1,503.0,100.25,175.75,49.34,141.43,0.0,0.96,1567.34,2208.45,0.0
2022-10-05,1252.97,303.91,331.53,655.54,0.0,86.69,216.61,248.42,168.63,142.81,41.32,2536.27,1319.65,1305.05
2022-10-06,1391.4,255.05,0.0,842.98,144.51,70.49,151.31,214.21,41.29,36.45,43.3,2205.22,1517.86,0.0
2022-10-07,1387.11,113.8,508.74,1501.44,216.49,71.05,148.69,392.47,163.89,66.8,17.18,1917.29,651.84,183.82
2022-10-08,1418.95,291.11,238.82,1365.84,248.44,58.83,177.68,210.64,83.5,0.0,64.2,1782.12,2025.67,501.1
2022-10-09,1332.65,37.1,622.64,538.76,63.81,92.79,153.94,171.8,104.65,0.0,58.82,1729.55,410.69,22.06
2022-10-10,1352.14,74.96,751.61,37.58,180.82,94.24,145.15,192.04,93.36,0.0,46.49,1719.99,2066.57,0.0
2022-10-11,1255.28,204.86,257.06,784.54,186.01,124.02,120.9,317.88,0.0,73.3,57.78,1236.03,1973.74,79.81
2022-10-12,1339.99,78.69,323.69,1152.13,418.15,108.24,140.64,273.51,170.87,67.75,99.48,1447.03,1583.06,1128.09
2022-10-13,1299.16,181.46,27.19,489.03,0.0,132.44,78.22,221.61,43.62,0.0,77.76,2179.48,740.78,147.5
2022-10-14,1356.75,303.09,0.0,1332.36,474.68,59.46,179.57,242.11,18.02,111.33,57.48,1804.49,1694.49,1292.4
2022-10-15,1353.17,116.78,274.54,856.65,142.54,120.38,209.24,120.42,164.2,0.0,82.29,1980.49,1710.16,1218.16
2022-10-16,1357.4,204.61,0.0,419.78,222.73,38.43,181.75,73.94,140.99,35.01,98.34,1806.84,2182.19,134.54
2022-10-17,1378.16,371.81,322.44,798.98,213.45,80.82,93.14,190.17,86.49,145.82,81.73,1740.65,1921.3,768.74
2022-10-18,1347.24,141.11,17.94,1223.19,339.67,89.89,137.91,297.24,70.6,7.57,46.0,1616.55,1910.35,743.11
2022-10-19,1301.5,178.11,327.9,849.24,441.48,43.79,116.33,311.95,163.73,37.33,88.05,2022.32,2206.76,0.0
2022-10-20,1372.52,292.03,160.24,1526.96,196.08,55.06,109.13,52.2,36.22,12.33,66.18,1815.57,1014.92,329.57
2022-10-21,1350.11,98.59,0.0,716.26,527.12,44.18,149.0,321.49,26.64,50.89,29.01,1621.22,1106.88,0.0
2022-10-22,1439.0,258.55,526.94,1297.4,476.23,139.74,221.37,240.92,55.78,0.0,34.9,1748.78,1495.28,520.85
2022-10-23,1287.82,133.76,468.7,1058.13,329.01,42.42,75.17,61.39,87.56,91.82,69.54,1725.47,512.36,989.44
2022-10-24,1365.88,276.08,0.0,2169.18,225.28,103.07,82.37,167.86,97.36,73.81,31.94,1843.54,2029.53,0.0
2022-10-25,1313.18,0.0,268.18,884.36,296.93,70.96,101.15,245.91,146.89,52.37,82.57,2395.54,1341.62,0.0
2022-10-26,1392.63,204.89,0.0,1453.26,407.21,110.87,190.27,181.4,176.19,20.56,61.6,1664.87,1485.09,621.26
2022-10-27,1332.75,284.91,494.01,247.37,271.94,104.85,79.11,241.35,80.66,100.3,70.6,1514.17,2145.21,593.05
2022-10-28,1370.79,177.46,0.0,1345.91,221.92,56.38,168.11,290.67,56.57,0.79,81.65,1835.58,1487.85,0.0
2022-10-29,1342.78,336.05,0.0,290.3,160.81,83.18,119.02,36.3,134.02,0.0,42.37,1625.23,2718.17,0.0
2022-10-30,1292.47,96.42,510.79,358.54,238.4,50.84,187.04,251.07,197.53,18.88,76.78,2490.29,970.57,0.0
2022-10-31,1374.48,388.54,219.31,285.88,136.33,93.97,96.31,179.56,156.33,43.84,20.7,1887.08,2480.49,570.29
2022-11-01,1415.49,0.0,348.38,1641.77,539.7,40.66,77.36,145.39,166.23,85.56,24.18,1799.84,1739.9,0.0
2022-11-02,1349.54,290.74,60.57,0.0,230.79,35.91,50.93,234.65,143.96,20.32,67.96,1525.14,2535.06,349.63
2022-11-03,1333.19,186.14,0.0,1331.7,312.48,26.16,141.92,168.75,232.0,43.75,75.32,1516.5,1485.26,682.28
2022-11-04,1312.87,317.39,107.25,228.07,275.06,108.17,136.09,0.0,0.0,136.57,22.4,2033.44,1286.31,0.0
2022-11-05,1247.25,338.44,0.0,437.92,261.0,76.37,100.8,243.4,0.0,0.0,86.89,1597.81,2500.35,0.0
2022-11-06,1370.21,277.37,0.0,538.36,137.38,83.53,2.6,355.24,149.14,103.06,38.0,1789.54,874.19,582.5
2022-11-07,1322.91,269.42,185.6,945.11,381.57,58.38,147.85,126.7,85.59,88.4,19.68,1589.92,2006.09,627.89
2022-11-08,1321.83,256.62,302.92,851.76,231.4,77.42,117.37,149.72,64.66,0.0,67.57,1574.88,1294.75,0.0
2022-11-09,1367.19,268.06,0.0,1530.43,219.17,57.32,139.25,303.93,0.0,30.28,26.34,2166.28,1215.59,202.22
2022-11-10,1361.18,181.63,0.0,310.49,292.26,87.91,120.65,87.2,139.38,67.07,50.57,2065.52,1175.81,1463.7
2022-11-11,1356.45,131.28,490.6,1135.44,10.08,90.16,79.28,92.96,212.33,92.79,76.38,1878.66,2581.26,1005.87
2022-11-12,1354.2,322.04,529.62,1311.52,476.36,98.15,196.59,120.39,192.43,109.95,59.96,1776.14,1808.75,505.07
2022-11-13,1325.63,209.53,454.27,1231.68,285.99,68.47,111.28,156.95,181.5,83.16,81.51,1418.76,1419.61,1023.05
2022-11-14,1356.54,122.67,0.0,1232.54,134.93,113.0,152.86,228.11,94.06,71.48,16.64,1932.74,1397.38,927.25
2022-11-15,1370.93,262.65,22.45,276.56,395.21,121.13,20.9,168.67,148.55,67.19,61.45,1708.59,1845.77,1038.4
2022-11-16,1353.37,234.5,364.65,423.51,156.58,41.65,62.91,223.39,126.81,41.13,57.55,1850.84,1616.89,0.0
2022-11-17,1339.84,269.02,475.13,209.27,391.24,68.13,122.2,172.52,168.97,48.33,80.9,2137.77,2143.48,50.11
2022-11-18,1360.6,190.12,212.14,397.4,233.38,21.52,123.24,110.24,71.89,85.78,46.78,1385.37,730.6,319.88
2022-11-19,1425.76,239.05,265.86,939.11,24.59,133.66,97.51,153.81,217.03,41.53,56.62,2428.38,817.98,0.0
2022-11-20,1363.17,422.95,241.26,1171.22,267.21,53.7,202.48,151.06,222.63,10.69,28.74,2168.72,1816.03,0.0
2022-11-21,1312.85,193.98,260.7,885.51,130.08,113.83,128.19,187.38,82.44,112.88,63.11,1877.03,1313.04,717.24
2022-11-22,1275.37,126.56,511.79,373.28,0.0,43.03,165.44,125.33,0.0,29.85,93.03,1915.29,2025.09,0.0
2022-11-23,1339.44,410.73,0.0,231.12,176.95,82.11,176.05,203.82,100.4,42.67,88.87,1964.13,2418.0,1402.61
2022-11-24,1410.94,159.11,623.58,650.33,503.99,24.67,204.83,20.96,215.99,0.0,59.4,1597.91,1032.38,0.0
2022-11-25,1280.17,224.07,305.87,904.27,226.13,87.21,125.99,128.33,72.66,38.2,33.76,1647.56,1415.48,214.1
2022-11-26,1373.08,299.33,161.1,600.97,44.48,95.28,79.17,224.33,206.09,52.61,15.52,2090.1,1330.91,0.0
2022-11-27,1298.04,201.66,67.18,873.23,249.47,124.95,178.66,206.38,117.94,91.11,79.88,1740.2,1847.08,824.22
2022-11-28,1391.62,352.25,125.08,697.8,220.48,123.35,192.02,300.82,84.07,0.0,39.11,1414.24,2128.95,336.03
2022-11-29,1339.42,434.01,247.09,334.21,10.32,83.53,93.77,142.39,113.73,113.29,54.43,2026.2,1521.54,0.0
2022-11-30,1364.18,247.26,475.45,1350.12,118.27,91.94,123.5,70.08,59.74,77.89,82.2,1400.71,927.31,159.19
2022-12-01,1357.71,41.74,201.71,1986.09,407.76,108.68,42.34,307.07,157.63,87.16,69.55,2356.29,1874.84,106.32
2022-12-02,1443.69,176.26,187.78,1229.72,302.62,135.57,42.66,188.89,162.15,93.9,74.59,2012.23,1942.71,31.22
2022-12-03,1379.92,116.55,247.95,1053.09,163.46,96.31,167.93,218.38,161.54,49.3,69.99,1896.5,909.7,0.0
2022-12-04,1457.22,433.4,0.0,767.17,0.0,91.27,140.7,362.57,143.53,101.95,34.15,1466.77,839.87,466.77
2022-12-05,1335.86,287.8,22.23,2030.49,0.0,106.34,108.52,127.99,174.45,50.69,23.96,1980.17,3063.51,0.0
2022-12-06,1316.54,101.62,12.98,0.0,374.44,71.82,115.94,145.35,111.31,69.41,61.37,1565.94,1516.31,0.0
2022-12-07,1398.72,315.34,0.0,649.12,556.29,105.6,208.67,244.44,107.15,84.02,28.8,2407.82,1649.79,0.0
2022-12-08,1328.21,270.43,611.69,340.04,239.73,121.04,136.78,126.51,148.34,47.82,63.81,1886.09,1796.41,0.0
2022-12-09,1394.67,235.22,0.0,1291.26,253.11,125.67,82.89,326.83,245.88,35.31,0.36,1422.06,2298.27,0.0
2022-12-10,1404.38,287.51,81.11,624.69,400.79,76.12,99.71,119.1,132.75,27.55,68.22,1788.91,1653.71,750.5
2022-12-11,1375.63,54.18,183.97,843.63,190.21,98.29,155.09,117.99,2.9,0.0,49.21,1533.11,2241.5,0.0
2022-12-12,1405.46,297.1,479.54,1287.07,143.44,43.11,193.31,316.1,120.6,46.3,21.96,2217.96,1945.63,1049.06
2022-12-13,1405.89,260.54,240.41,858.54,0.0,84.97,214.09,40.96,104.04,0.0,54.47,1536.29,1556.15,0.0
2022-12-14,1294.08,291.59,0.0,677.13,0.0,83.9,130.82,147.58,237.22,13.99,33.83,1946.87,1881.24,1080.67
2022-12-15,1393.36,371.54,345.34,1205.72,151.71,111.04,179.27,360.91,40.72,30.5,68.69,1852.86,1963.32,0.0
2022-12-16,1335.8,137.51,77.43,2047.35,115.43,81.61,105.76,261.13,91.81,43.18,47.06,1804.13,1358.63,165.37
2022-12-17,1336.89,353.57,355.3,283.98,99.01,98.41,106.7,278.38,29.19,53.79,18.4,1794.17,704.21,876.71
2022-12-18,1419.18,45.34,400.82,754.86,273.51,82.84,213.92,215.31,27.77,70.53,52.49,1564.69,1477.77,0.0
2022-12-19,1429.66,154.83,0.0,334.81,103.25,79.84,128.8,125.56,213.04,0.0,52.24,1740.58,2269.64,102.75
2022-12-20,1389.61,202.59,643.62,223.59,50.45,106.45,136.82,196.49,22.49,36.05,99.15,1969.86,2581.29,0.0
2022-12-21,1355.27,121.8,0.0,1611.19,0.0,74.72,147.79,142.65,91.57,84.89,44.41,1591.95,1966.26,26.68
2022-12-22,1405.79,124.32,26.02,743.57,9.14,59.56,172.4,136.35,101.39,31.57,77.6,2155.78,2008.32,168.41
2022-12-23,1440.1,253.85,346.91,961.88,423.78,93.16,96.36,318.52,38.48,98.65,70.09,1309.88,1792.91,0.0
2022-12-24,1311.04,118.08,417.71,318.89,432.75,100.86,194.16,52.41,83.06,116.54,78.51,1883.25,498.74,1997.55
2022-12-25,1443.38,260.85,225.93,248.55,278.79,81.95,90.03,260.95,272.4,6.11,78.13,1403.1,1620.54,706.4
2022-12-26,1359.2,300.58,0.0,777.13,326.86,50.11,192.83,207.28,89.27,99.25,60.56,1934.92,856.14,798.31
2022-12-27,1388.24,147.93,196.14,1180.15,143.3,85.82,72.93,71.42,30.42,79.24,55.02,1753.08,1746.27,739.53
2022-12-28,1425.23,376.09,455.3,554.3,226.12,58.82,158.37,196.47,68.38,38.1,89.83,1572.59,1821.76,312.85
2022-12-29,1337.84,178.97,674.01,1017.47,194.78,124.24,164.87,131.8,212.75,42.56,45.41,2138.21,2092.74,130.25
2022-12-30,1399.03,235.75,18.13,1810.62,373.5,47.34,77.15,453.9,185.65,16.13,58.76,1517.23,1721.17,0.0
2022-12-31,1423.49,216.16,0.0,815.89,152.25,132.13,217.58,211.05,4.46,46.85,59.92,1362.96,3191.41,62.13
2023-01-01,1483.93,108.06,324.86,967.48,282.48,85.53,59.29,297.54,252.45,118.08,80.92,1448.97,856.67,490.17
2023-01-02,1498.08,143.34,45.33,1749.21,288.34,127.44,183.03,76.66,248.14,33.83,34.59,1726.04,1827.81,1555.98
2023-01-03,1440.52,210.29,485.39,756.04,254.64,127.86,147.35,359.14,174.33,44.57,68.42,2659.57,1554.41,632.71
2023-01-04,1508.85,479.11,238.21,849.9,238.76,99.74,151.61,118.25,213.44,35.18,65.65,2172.25,985.12,0.0
2023-01-05,1531.1,69.22,210.44,1473.41,381.06,74.7,171.12,159.34,144.9,56.78,46.0,2562.99,2964.42,0.0
2023-01-06,1419.74,125.61,261.89,0.0,330.12,95.87,64.07,176.97,88.88,0.0,81.76,2123.01,2395.29,1075.69
2023-01-07,1389.99,460.82,107.28,504.31,246.33,84.84,174.36,211.33,176.72,0.0,68.91,1859.65,2109.07,0.0
2023-01-08,1478.47,117.3,327.04,1485.48,537.24,78.11,200.03,307.83,0.0,59.46,65.13,2056.75,1349.73,0.0
2023-01-09,1506.83,177.43,166.47,946.31,388.88,135.7,227.44,0.0,183.31,20.11,78.61,1831.31,3188.59,0.0
2023-01-10,1519.7,50.62,495.24,810.09,214.19,77.82,201.31,179.9,285.22,93.46,49.1,1595.19,2055.13,0.0
2023-01-11,1572.12,104.37,369.54,806.89,165.83,88.77,205.79,44.29,45.81,0.0,63.6,2035.93,1146.19,0.0
2023-01-12,1508.22,324.52,0.0,1196.22,107.02,93.08,205.41,134.28,249.52,28.53,55.75,1670.34,1816.94,0.0
2023-01-13,1460.59,285.53,323.33,1184.2,201.87,117.58,192.82,239.2,54.89,87.91,38.74,1324.07,1610.8,956.3
2023-01-14,1515.35,336.49,313.23,0.0,149.94,116.71,184.21,317.0,68.44,142.77,78.39,1944.6,197.36,0.0
2023-01-15,1518.29,329.49,0.0,0.0,206.67,101.78,130.4,268.7,253.79,97.68,83.3,2225.41,1529.66,0.0
2023-01-16,1368.98,81.44,261.35,1258.04,396.73,100.67,143.87,95.92,78.08,14.84,89.16,1599.04,1325.26,1491.99
2023-01-17,1522.12,305.18,109.86,1354.62,380.82,127.09,168.47,250.54,97.31,26.26,70.3,1501.75,2805.69,0.0
2023-01-18,1493.76,389.8,208.03,1469.91,244.54,63.63,123.37,194.98,138.42,92.43,42.85,1577.15,2019.13,769.21
2023-01-19,1488.13,170.08,111.11,2378.89,267.63,101.64,251.82,296.55,217.5,112.91,65.56,1741.61,1056.11,0.0
2023-01-20,1483.7,359.89,707.81,238.97,353.64,102.19,130.56,149.2,141.35,86.18,68.34,1903.0,2718.9,660.54
2023-01-21,1440.34,351.34,640.39,507.83,159.57,79.85,182.03,165.04,241.42,20.65,69.39,1755.22,1932.95,799.61
2023-01-22,1471.49,300.48,453.96,1227.47,85.44,60.36,174.29,133.53,205.62,0.0,73.02,1580.24,2080.37,0.0
2023-01-23,1434.83,218.06,53.69,1215.22,161.99,75.48,240.58,347.8,134.74,57.59,43.4,2038.83,574.65,43.55
2023-01-24,1426.14,231.56,306.84,1507.68,191.58,64.01,151.87,241.81,113.84,37.96,26.55,2216.44,1179.23,40.43
2023-01-25,1519.36,153.57,380.88,1816.48,83.88,50.06,149.47,228.14,208.85,108.04,83.02,1866.33,1449.6,602.02
2023-01-26,1465.19,362.53,360.13,437.78,368.87,67.29,56.74,251.53,52.6,62.21,83.75,2101.76,1538.3,558.63
2023-01-27,1475.81,181.76,180.4,900.26,281.61,62.46,95.08,199.09,102.97,38.92,72.18,1944.68,2157.35,344.78
2023-01-28,1516.51,88.04,0.0,1212.0,455.69,106.8,159.64,226.72,177.31,84.47,80.7,2187.34,1885.64,0.0
2023-01-29,1476.3,270.86,0.0,319.18,0.0,69.8,165.1,357.36,137.17,82.6,59.73,2097.61,2611.86,587.42
2023-01-30,1447.77,414.9,0.0,499.25,181.18,106.37,155.47,136.53,113.67,74.29,39.65,2031.9,1635.35,954.09
2023-01-31,1515.91,283.28,270.25,718.01,186.02,115.33,127.38,229.13,203.09,0.0,56.95,1846.95,2907.37,0.0
2023-02-01,1465.98,313.82,97.84,900.22,190.57,43.12,232.47,102.98,179.93,122.79,51.14,1751.78,1440.88,1171.44
2023-02-02,1426.14,195.71,0.0,1360.73,361.37,50.82,209.93,266.31,125.85,9.68,35.76,1962.67,1962.77,0.0
2023-02-03,1362.79,308.31,124.06,470.0,115.59,118.74,80.72,104.31,192.71,86.59,76.88,1648.1,3050.88,0.0
2023-02-04,1463.42,306.1,172.02,415.57,257.95,146.91,158.69,279.48,162.58,38.44,71.34,2236.82,1623.74,732.4
2023-02-05,1439.0,49.9,69.25,819.86,161.09,38.19,62.69,186.16,158.45,10.75,42.57,1623.73,2008.14,215.75
2023-02-06,1456.73,187.9,273.12,967.62,179.08,102.25,148.78,250.33,93.23,38.11,29.75,1758.3,1609.94,0.0
2023-02-07,1552.64,284.56,432.61,1593.69,104.59,91.1,96.85,196.78,92.98,81.21,71.8,1902.81,1306.84,0.0
2023-02-08,1462.71,242.98,150.06,721.76,309.59,88.65,137.78,232.7,250.97,133.58,52.53,1816.86,1319.72,0.0
2023-02-09,1451.86,95.32,296.64,1136.63,411.32,87.47,155.87,131.28,76.39,108.79,44.83,1863.74,1911.03,711.44
2023-02-10,1509.91,0.0,0.0,1084.7,264.94,91.37,172.39,38.25,0.0,110.07,54.2,1929.57,1384.45,0.0
2023-02-11,1537.8,288.43,42.79,67.23,340.21,86.17,217.01,299.4,171.43,118.48,80.85,2365.96,564.12,800.76
2023-02-12,1541.98,313.28,293.31,847.79,160.65,45.27,175.75,115.48,166.63,60.82,78.85,2106.05,1164.96,0.0
2023-02-13,1540.58,352.74,420.74,986.31,236.69,79.84,136.15,284.9,223.91,68.09,45.39,2406.87,2272.1,0.0
2023-02-14,1547.24,315.15,196.09,101.01,512.96,86.13,85.92,115.52,121.17,98.18,21.11,1706.88,1158.88,521.56
2023-02-15,1476.5,113.04,0.0,1628.55,398.53,71.37,201.87,179.89,101.32,0.0,64.58,2295.44,1369.97,285.9
2023-02-16,1564.57,345.99,318.67,1826.1,109.47,118.91,160.25,208.98,66.99,104.88,63.11,1063.89,1680.35,0.0
2023-02-17,1482.17,133.24,332.57,2239.54,394.93,126.22,137.42,223.83,88.68,53.03,34.6,2611.52,2615.87,2171.66
2023-02-18,1529.51,392.35,668.5,0.0,181.48,44.16,251.08,8.24,287.15,42.85,23.84,1922.78,1236.83,587.65
2023-02-19,1485.14,246.61,463.01,243.59,131.76,88.67,122.35,223.6,131.8,105.1,36.83,1819.37,2030.85,0.0
2023-02-20,1467.51,223.38,20.49,664.19,0.0,86.06,182.39,63.87,0.0,117.55,51.57,1685.64,1044.69,1488.51
2023-02-21,1526.77,261.57,207.39,480.23,104.45,100.23,165.6,432.02,185.64,126.42,70.39,2494.53,1357.01,694.68
2023-02-22,1469.88,164.98,471.86,392.35,0.0,142.01,44.07,285.21,149.62,59.63,54.35,1967.38,1157.46,0.0
2023-02-23,1492.18,354.95,94.0,1912.02,316.32,152.54,118.22,343.07,114.5,15.32,79.35,2901.3,1679.38,1510.07
